10127656712896122281_2832061627	sb_02_trinityisland_p01_d_nodelayer.bytes	35496	234
10128281659863835266_1507650658	sb_01_market_p02_n_s.bytes	1298356	334245
10128920823377164736_768572690	rb_02_en0006_p01_d_scenario01_nodelayer.bytes	15040	113
10130360675516718155_2623799241	sb_03_ruinedschoolpianoroom_p02_d_nodelayer.bytes	32136	271
1013494796252776548_3735892574	8263104_04_s3_01_shanhaijingstreet_p02_n.bytes	9537	1993
10141112471442521245_3930565720	9200_000_01_stadium_p01_d_01.bytes	6486	1240
10142174469395180259_1149119418	en0010_torment.bytes	2157	790
10147400107040558003_2333892481	6033103_eliminateraid_shirokuro_indoor_light_veryhard_start2phase.bytes	903	451
10148007216185112453_3155371159	1141102_02_s3_03_ruinedschool_p01_d.bytes	9356	1757
10153199806399812287_3892275525	sb_03_insidecruiseship_p01_n.bytes	1298332	357052
10153692516597557737_3761515054	sb_01_highway_p02_n_nodelayer.bytes	23164	216
10155101778039316315_2790895829	1162103_04_s3_02_excavation_p01_n.bytes	6713	1425
10155448598598465914_459546359	8011306_01_s3_sb_01_hyakkiyakostreet_p02_n.bytes	7895	1515
10155628062832353894_592263682	1071102_04_s3_boss_03_school_p02_d.bytes	10153	2009
10158927150673891478_2387806779	6102105_eliminateraid_hovercraft_outdoor_lightarmor_extreme_start2phase.bytes	1547	641
10167294123191873814_1472354145	1212101_05_s3_boss_01_ariusstreet_p01_n.bytes	10253	2381
10169087137757396072_3892348065	1061206_01_s3_02_snowmountain_p02_d.bytes	7210	1362
10169365140333335296_1075477904	1091205_01_s3_01_park_p01_d.bytes	9257	1853
10170008411190905909_1371449456	8031105_02_s3_02_beach_p02_n.bytes	9245	1901
10171058057479864326_299331375	sb_03_expresstrain_p02_d.bytes	698316	181351
10171458944630957741_3692840933	6071301_eliminateraid_hod_street_unarmed_normal_start3phase.bytes	1566	673
10174664121040580288_1727819043	basementtest.bytes	2749	1000
10180107586232938870_2040246545	6062402_eliminateraid_perorozilla_outdoor_elasticarmor_hard_start2phase.bytes	9667	1316
10184244260932425824_64156983	6041302_eliminateraid_hieronymus_street_unarmed_hard.bytes	4266	1260
10188174572028859367_1444930351	1091401_01_s3_boss_01_park_p02_d.bytes	11010	2292
10189023222411106752_3658077646	8193102_06_s3_boss_01_market_p02_d_s.bytes	10873	2066
10191413207841373370_725121237	8082306_01_s3_boss_02_hotsprings_p01_d.bytes	7552	1593
10193371360829511621_3525037393	sb_03_engineerlab_p01_d.bytes	1178672	301375
10193712615148080530_1262758265	6033301_eliminateraid_shirokuro_indoor_unarmed_normal.bytes	2136	746
10195195882913063245_3722644914	8163303_01_s3_boss_01_backstreet_p01_d.bytes	6713	1581
10196483017236687056_80705878	1241102_01_s3_sb_02_rainforest_p02_d.bytes	6711	1246
10199110136461847404_440441627	8253104_02_s3_03_oldmansion_p01_d.bytes	9442	1971
10203936955881382014_3975303184	6031405_eliminateraid_shirokuro_street_elasticarmor_extreme_start2phase.bytes	899	449
10204404278910491075_3429563193	6082301_eliminateraid_goz_outdoor_unarmed_normal_start2phase.bytes	828	369
10204486195327061355_2975153212	8582306_01_sb_02_harbor_p01_d.bytes	6770	1389
10206133866443736383_2507883017	206201_raid_perorozilla_outdoor_normal_start3phase.bytes	9512	1302
10208646925099257802_2031956405	8443301_01_s3_01_schale_p01_scenario.bytes	2949	1089
10209662036232847823_2687948936	82243111_s2_03_52302_p01_d.bytes	8654	1841
10210395676968047293_3017448258	8022106_03_s3_01_market_p01_n_s.bytes	8710	1795
10211088754516509650_3288120687	effectcountlimittest_limit.bytes	609	335
10214358706552837057_3980835745	8502312_01_sb_01_wildhuntstreet_p02_d.bytes	6922	1425
10214854397790521286_1931909041	6073306_eliminateraid_hod_indoor_unarmed_insane_start3phase.bytes	1565	668
10214941154643150992_2020409247	1202102_05_s3_03_sportscenter_p01_n.bytes	8003	1417
10216792983757277485_4211333869	8172303_01_s3_sb_01_stadium_p01_d.bytes	8122	1496
10217119899889491092_563516464	8373301_01_s3_02_resort_p01_d.bytes	1507	487
10220524188391585736_4142274998	8422305_01_s3_03_buildinghallway_p01_d.bytes	7494	1322
10225599742075796064_3488825351	8021206_01_s3_01_market_p01_d_s.bytes	10542	2068
10227918623177045151_3275164923	8422311_01_s3_03_buildinghallway_p01_n.bytes	7047	1335
10231695073970350596_736495040	6093303_eliminateraid_en0005_indoor_unarmed_veryhard.bytes	9334	1658
10236281720504399105_132400874	204303_raid_hieronymus_indoor_veryhard.bytes	5858	1479
10237543204367967633_861071487	8312303_01_s3_01_mainstreet_p02_d.bytes	9697	1917
10238700776541394258_3086224257	1201101_02_s3_03_buildinghallway_p01_d.bytes	6800	1297
1023909332211449052_2174401396	sb_01_hyakkiyakomatsuri_p01_n_nodelayer.bytes	32336	217
10239908637736911240_1624263282	en0022_insane_2phase.bytes	2939	1082
10240062845787892838_431433398	6023302_eliminateraid_chesed_indoor_unarmed_hard_start2phase.bytes	816	377
10241647904754833465_1689672221	6063101_eliminateraid_perorozilla_indoor_light_normal_start2phase.bytes	9572	1324
10247450280166391998_737337776	8032108_05_s3_02_beach_p01_n.bytes	8936	1853
10247572447696444981_4041867346	6102307_eliminateraid_hovercraft_outdoor_unarmed_torment_start2phase.bytes	1544	641
10252734836875539469_415431347	8053201_01_s3_01_shanhaijingstreet_p01_n.bytes	10354	2057
1025282308941970644_2735224201	8062104_01_s2_02_beach_01_d_p01.bytes	8251	1869
10253476302863903444_311555813	8062102_04_s3_boss_02_beach_01_d_p01.bytes	9378	1985
10253702099098151178_74133872	1011102_02_s2_boss_01_market_p01_d.bytes	8481	1925
10259639898314066850_1630934244	sb_02_temp65_p01_d_test_a_nodelayer.bytes	73072	274
10261592811041573914_1738071845	1052102_02_s3_02_excavation_p02_n.bytes	9387	1991
10267343572419691060_1378555154	8143102_05_s3_02_rainforest_p02_n.bytes	7395	1355
10268123064716292557_4185322040	262103_worldraid_hod_street_c_start3phase.bytes	1541	670
10268622459334098531_3774285502	201101_raid_binah_street_normal.bytes	5005	1616
10268784631138423550_3713907693	8262301_01_s3_01_shanhaijingstreet_p01_d.bytes	10026	2205
1027550014861142731_4017503273	sb_01_park_p02_d.bytes	1298348	363161
10277258972479852718_2518214535	6012302_eliminateraid_binah_outdoor_unarmed_hard_start3phase.bytes	1825	740
10279784348567749848_2819277378	8133104_06_s3_01_hyakkiyakomoviestreet_p01_n.bytes	7859	1456
10281486986472970357_2247189226	milleniumskyscraper_p01_obastacle_p01_little.bytes	5179	1177
10283269143024501389_3652350673	1181105_07_s3_boss_01_ruins_p01_d.bytes	6697	1321
10284189137428383605_1960336306	1301105_01_s3_sb_01_wildhuntstreet_p01_d.bytes	4866	1032
10287185780376641230_1150818411	rb_03_perorozilla_p01_e_nodelayer.bytes	36352	413
10288182736301900500_875099018	1112103_01_s3_01_mainstreet_p02_n.bytes	5621	999
1029102661318088650_300735941	8492308_01_sb_01_wildhuntstreet_p02_n.bytes	5517	1200
10291831168708659517_2714717066	6083101_eliminateraid_goz_indoor_light_normal.bytes	12693	1399
10293055271001357289_2124669908	9203_000_01_stadium_p01_d_01.bytes	6886	1276
10297631301643638676_2180707531	6093206_eliminateraid_en0005_indoor_heavyarmor_insane.bytes	9363	1654
1030005650590021596_1827034820	1131101_01_s2_01_slumpia_p01_d.bytes	6376	1353
10303640584244406223_3476357501	8043303_01_s3_boss_01_gehennaslum_p01_n.bytes	15959	1925
10305667350956573618_1727945391	8402312_01_s3_01_shanhaijingstreet_p02_n.bytes	5865	1241
10307082457243253368_1969620361	sb_02_newyearpath_p02_n_nodelayer.bytes	29572	163
10309114888389990871_2093177925	1281105_05_s3_sb_01_hyakkiyakostreet_p02_d.bytes	7462	1388
10317428399573460045_2669930070	8211306_event821_perorozilla_indoor_hardcore.bytes	10765	1587
10319715593966095612_1204882883	6052104_eliminateraid_kaitengerraid_outdoor_light_hardcore_start2phase.bytes	1835	721
10323124813436369663_1051493965	1021202_01_s3_01_park_p02_d.bytes	7589	1619
1032316984919360777_2037370744	8011302_01_s3_boss_sb_01_hyakkiyakostreet_p01_d.bytes	8805	1731
10323462523102405044_1735884876	sb_02_harbor_p02_d.bytes	2479180	667823
10327017076817457615_2307934693	1121104_01_s3_boss_03_underground_p01_d.bytes	11271	2190
10330130918827157261_43602543	8083104_02_s2_02_hotsprings_p01_n.bytes	6401	1454
10332237356472430059_676526787	1221103_06_s3_boss_02_resort_p01_d.bytes	8094	1579
1033585717418652935_504944225	1222102_06_s3_boss_02_resort_p01_n.bytes	8417	1635
1033757524431484782_2160971126	6052203_eliminateraid_kaitengerraid_outdoor_heavy_veryhard_start2phase.bytes	1835	721
10337806843898018403_1621732568	1111204_01_s3_01_highway_p01_d.bytes	5607	1011
10338965080944592326_2442588289	1201102_01_s3_03_sportscenter_p01.bytes	6800	1313
10339626338174724586_2155858710	6082204_eliminateraid_goz_outdoor_heavy_hardcore.bytes	13259	1443
10341317669826841064_3975032542	82233111_s2_03_52301_p02_d.bytes	9454	1906
10348196771754937847_2454065100	1172102_05_s3_boss_03_insidecruiseship_p01_n.bytes	9175	1849
10350395931899765357_2994921789	sb_03_oldmansion_p01_d_nodelayer.bytes	28624	186
10354022501255938460_1832124015	1172101_05_s3_boss_03_insidecruiseship_p02_n.bytes	9762	1949
10355549147343904528_668239724	8092306_01_s3_02_newyearpath_p02_d.bytes	7188	1451
10357841020560426104_126697525	207305_raid_hod_indoor_extreme_start3phase.bytes	1544	667
10359568633563511950_1594564383	sb_03_sportscenter_p01_n.bytes	1571476	398055
10359638567642780408_941962937	6052205_eliminateraid_kaitengerraid_outdoor_heavy_extreme.bytes	5882	1584
1036215373853046861_1665946668	205207_raid_kaitengerraid_outdoor_torment_start2phase.bytes	1815	705
10369427886715778841_2065708153	8522310_01_sb_03_school_p02_n.bytes	5017	1207
10370955360084346700_3636822141	6063202_eliminateraid_perorozilla_indoor_heavy_hard_start3phase.bytes	9576	1311
1037191038196591422_4194326928	9001_000_01_stadium_p01_d_03.bytes	9019	1224
10375882708460947812_171310829	1212103_08_s3_boss_01_ariusstreet_p01_n.bytes	10425	2396
10377868506231837968_2107926133	838450201_dc_02_beachstage_09.bytes	7663	1198
10378487782262594395_3629851331	8103102_06_s3_boss_01_destroyedhighway_p02_n.bytes	9040	1788
10380370199274489873_3715513577	82241212_s2_03_52301_p01_d.bytes	9227	1730
10385815843985812137_2740402937	1271103_04_s3_sb_02_trainroof_p01_d_nosidetrain.bytes	5608	1119
10386400533902055528_3376291428	6062207_eliminateraid_perorozilla_outdoor_heavy_torment.bytes	9840	1317
10390716109629092668_795188144	8171304_01_s3_sb_03_buildinghallway_p01_n.bytes	6764	1329
10396950999211959816_345063237	8063102_08_s3_boss_03_insidecruiseship_p02_n.bytes	10090	2033
10397001754356206340_3013444011	1011105_02_s3_01_market_p02_d.bytes	7629	1566
10403009810188055069_356293338	9201_000_01_stadium_p01_d_04.bytes	6466	1257
10405264821863744845_2997781421	en0010_eliminate_unarmed_veryhard_2phase.bytes	943	453
10405364467712686199_1021726403	267104_en0013_street_d.bytes	3604	1106
10408348444413672541_904310705	6102107_eliminateraid_hovercraft_outdoor_lightarmor_torment_start2phase.bytes	1547	640
10411221089073733844_2879805792	1101101_03_s3_01_backstreet_p02_d.bytes	9859	1916
1041596177544137145_2167007411	8013102_08_s3_boss_01_hyakkiyakostreet_p02_n.bytes	7957	1417
10416403898726550975_1845226652	400010102_s3_01_mainstreet_p01_d.bytes	10155	1857
10418289641307053104_3467549951	253103_worldraid_shirokuro_street_veryhard.bytes	2100	735
10418517051735745365_311976934	1231105_02_s3_03_oldmansion_p02_d.bytes	7071	1513
10422956648919167270_981576183	838440401_dc_02_beachstage_07.bytes	9893	1247
10426798208188321658_116921776	1231101_02_s3_03_oldmansion_p02_d.bytes	6751	1479
10427126065554977531_2526790858	8211306_event821_perorozilla_indoor_hardcore_start3phase.bytes	10777	1590
1042894833946464456_332529229	206203_raid_perorozilla_outdoor_veryhard.bytes	9454	1299
10432726544817065598_1934783095	81521212_s2_03_insidecruiseship_p01_d.bytes	8271	1817
10434766871990453559_2470325120	1131102_02_s3_01_slumpia_p02_d.bytes	6989	1387
10436436940832453255_2900389433	30410_s3_boss_03_destroyedhighway_p01_n.bytes	9130	2208
10437196112912478023_4046727158	82250241__03_52302_p01_d.bytes	13033	2317
10437233956612128752_2806927578	206303_raid_perorozilla_indoor_veryhard_start2phase.bytes	9464	1317
10440082342255184356_3937012603	6073104_eliminateraid_hod_indoor_light_hardcore_start3phase.bytes	1580	673
10441882034942357902_2868587281	1011302_s1_01_schalestreet_p01_d.bytes	8748	2122
10445040414199063967_2508636667	sb_01_riverpark_p02_n.bytes	1297444	367064
10446118036114288965_3828216932	8472307_01_sb_02_beach_p01_n.bytes	7157	1562
10453461377121904132_2894237332	6062202_eliminateraid_perorozilla_outdoor_heavy_hard_start2phase.bytes	9615	1314
10453989142702122163_2897226408	8332303_01_03_gehennapartyhall_p02_d.bytes	5661	1344
10456557690014678495_10180009	8032112_02_s3_02_beach_p01_n.bytes	7106	1409
10463060978342273071_1602234521	1172103_04_s3_03_insidecruiseship_p01_n.bytes	9361	1848
10463265807862318238_256831673	8262308_01_s3_01_shanhaijingstreet_p02_d.bytes	9537	1992
10465587864036021799_843098362	8482302_01_sb_01_mainstreet_p02_d.bytes	9800	1896
10466904657658035219_2777663668	8172307_01_s3_sb_01_stadium_p01_d.bytes	8122	1496
10466938535008500021_2540427691	sb_02_desertcity_p01_e.bytes	1298288	365383
10473166035836175288_2660996528	8061305_01_s3_03_insidecruiseship_p01_d.bytes	9172	1808
10474399703412962442_1857374620	30506_s3_boss_03_oldmansion_p01_n.bytes	11766	2262
1047565334738785656_1780309619	1281103_01_s3_sb_01_hyakkiyakostreet_p01_d.bytes	7258	1436
10477890586674091676_357619652	6011204_eliminateraid_binah_street_heavy_hardcore.bytes	5018	1628
10478916651248768234_3194728415	6062404_eliminateraid_perorozilla_outdoor_elasticarmor_hardcore.bytes	9665	1309
10480090540108146722_1270036953	1041103_02_s3_02_desertcity_p02_d.bytes	7260	1503
10485176681304244397_1525830880	9962_notwalkable.bytes	10940	1704
10487822735694814406_1081611407	6012201_eliminateraid_binah_outdoor_heavy_normal_start2phase.bytes	3647	1312
10488033688730666253_316663041	207305_raid_hod_indoor_extreme.bytes	6985	2136
10489042146143829870_2986519602	6083306_eliminateraid_goz_indoor_unarmed_insane_start2phase.bytes	750	343
10492410151169637845_1388772861	1212102_03_s3_01_destroyedstreet_p01_n.bytes	7401	1467
10496436346128189670_2160563662	sb_02_riverside_p01_n_nodelayer.bytes	29572	245
10498423080654803343_3028631726	30407_s3_boss_03_destroyedhighway_p01_n.bytes	9130	2204
10499403286544250550_1265831960	261303_worldraid_chesed_indoor_c_start2phase.bytes	806	365
10501532861681601771_3082548817	8062106_01_s3_02_beach_01_d_p02.bytes	6918	1513
10503446134410849898_2667586532	en0010_eliminate_heavyarmor_normal.bytes	2170	788
10503680823920332699_3608281995	8123301_01_s3_boss_sb_03_trinitychurch_p02_n.bytes	12842	1500
10503987271222918831_1973970263	6071205_eliminateraid_hod_street_heavy_extreme_start3phase.bytes	1578	678
10507411672143589072_2254158538	31108_s1_boss_01_slumpia_p01_n.bytes	1972	610
10508793754200446274_800285696	rb_02_binah_p01_d_scenario.bytes	823288	255231
10514445961942737560_1002809613	sb_03_subway_p02_d_nodelayer.bytes	29572	201
10518848695684674395_2243428184	8292312_01_s3_boss_01_mainstreet_p01_n_s.bytes	7746	1552
10520607499901409063_408822075	8142311_01_s3_boss_sb_02_rainforest_p01_n.bytes	8552	1587
10522283415848654560_3355637218	401000219_s3_01_destroyedstreet_p01_e.bytes	14300	2514
10524770382140973302_4021080060	8372301_01_s3_03_insidecruiseship_p01_d.bytes	9462	1934
10526354107798850960_763452096	6022207_eliminateraid_chesed_outdoor_heavyarmor_torment.bytes	17941	2200
10532145561314501266_2216722726	6033305_eliminateraid_shirokuro_indoor_unarmed_extreme_start2phase.bytes	899	451
10539844895833214141_1446340838	32106_s3_boss_03_sweeperfactory_p01_d.bytes	14672	1667
10542732928343264133_2275856204	6023401_eliminateraid_chesed_indoor_elasticarmor_normal.bytes	14683	1779
10543300394867465366_3252595102	207108_raid_hod_street_lunatic.bytes	6995	2145
10546552494658056941_2223607893	400030422_s1_03_hieronymus_p01_d.bytes	7089	1390
10546971493732535679_3345359956	en0006_insane.bytes	3769	1029
10553932168275008804_264756536	202206_raid_chesed_outdoor_insane_start2phase.bytes	811	373
10556162829343098046_4256872844	en0010_normal_2phase.bytes	938	450
10557539999737417370_2812960048	82231212_s2_02_52201_p01_d.bytes	9393	1816
10561000646990226543_3075363768	6073107_eliminateraid_hod_indoor_light_torment_start2phase.bytes	5615	1625
10564111770650129817_4249352311	1301106_01_s3_boss_sb_01_wildhuntstreet_p02_d.bytes	5154	1129
10565146471511957111_3109946974	1291102_01_s3_sb_02_cargostation_p01_d.bytes	6966	1593
10566624857521814590_4252304744	sb_01_market_p02_n_s_nodelayer.bytes	29572	405
10567617979182746447_900034119	9212_000_02_playground_p01_02.bytes	6626	1264
10569921651091332833_234336542	sb_01_ruins_p02_d.bytes	1298356	346798
10570509379269377366_1374014409	269101_en0015_enhanced_street_c_2phase.bytes	888	441
10574234224707093126_2105420255	400050118_s3_01_rb_02_en0006_p01_d_scenario01.bytes	4087	1112
10577481661690786424_2848471806	8242302_01_s3_sb_01_mainstreet_p01_d.bytes	10168	1852
10586275197720962429_4075775194	1202102_02_s3_03_sportscenter_p01.bytes	6963	1324
10588119507383926756_1444891427	1202103_07_s3_03_buildinghallway_p01_n.bytes	8400	1477
10593010734303536991_982170859	1161103_01_s3_02_excavation_p02_d.bytes	9246	2051
10594089103207093015_4174690750	en0010_eliminate_elasticarmor_insane.bytes	2181	792
10594726481590530847_4287962162	8042306_01_s3_boss_01_gehennaslum_p01_d.bytes	11715	2318
10595338604577027664_949529155	6033204_eliminateraid_shirokuro_indoor_heavy_hardcore.bytes	2146	744
10608372249292015978_1512513890	1101105_05_s3_01_ruins_p01_d.bytes	9163	1825
10610177489548081444_2032160812	1261104_03_s3_sb_03_trinitychurch_p02_d.bytes	7026	1275
10614430856909891411_201280084	1162103_05_s3_02_excavation_p01_n.bytes	6755	1459
10616898716590638660_1335994445	6011104_eliminateraid_binah_street_light_hardcore_start3phase.bytes	1157	548
1062361613142253710_2038010284	en0010_eliminate_elasticarmor_hard_2phase.bytes	945	452
1062485904768713185_454928459	1152102_03_s3_01_mainstreet_p01_n_s.bytes	10322	1934
10625569873754397615_2861547089	822211310_s2_03_52301_p02_d.bytes	6262	1525
10626630405194030728_1328878687	262101_worldraid_hod_street_a.bytes	6884	2100
10627096113269287586_1032008006	270301_worldraid_en0020_street_scenario_start2phase.bytes	6333	1291
10628934429652946008_707376126	1061104_04_s3_boss_02_snowmountain_p02_d.bytes	7032	1345
10635890348747504117_2770678788	sb_03_insidecruiseship_p02_d.bytes	1298268	382608
10636954594400686276_3879011907	822431210_s2_03_52302_p02_d.bytes	8702	1782
10642812487028374104_3910949742	1252101_02_s3_sb_01_hyakkiyakomatsuri_p02_n.bytes	10293	1927
10642828915235135772_3834500931	81542121_s2_03_insidecruiseship_p02_d.bytes	9376	1943
10647308494986406233_654528235	1062103_04_s3_02_snowmountain_p01_n.bytes	5608	965
10647410410501692395_2871707124	822421310_s1_03_52302_p01_d.bytes	9949	2074
10649147354880735336_2363698166	8033205_01_s3_02_beach_p01_n.bytes	9107	1892
10652275194182951865_1978343966	9213_000_02_playground_p01_01.bytes	6886	1276
10654862209905732305_3248428510	204304_raid_hieronymus_indoor_hardcore_start2phase.bytes	2220	820
10668033607233263733_542087636	8381304_01_s3_02_beach_p02_d.bytes	6024	1367
10668354829139098873_1112131806	206303_raid_perorozilla_indoor_veryhard.bytes	9458	1305
10669095587996750120_3570297066	6063102_eliminateraid_perorozilla_indoor_light_hard_start2phase.bytes	9570	1317
10671373911631139704_3289350485	en0010_eliminate_heavyarmor_veryhard.bytes	2174	792
10674143952409749558_3982500463	1131102_01_s2_01_slumpia_p02_d.bytes	5799	1242
1067967209561046497_1801377569	en0010_hard_2phase.bytes	934	448
10679819130266431196_1761945227	8402309_01_s3_01_shanhaijingstreet_p01_n.bytes	6160	1305
10679852737654751430_2631984607	8313302_01_s3_boss_01_mainstreet_p01_d.bytes	2941	790
10680884280790212666_2464732023	1251102_01_s3_sb_01_hyakkiyakomatsuri_p01_d.bytes	11099	2131
10682377093033093361_2112985670	8033202_01_s3_boss_02_beach_p01_d.bytes	9258	1904
10683055700746340634_3891261862	8091303_01_s3_01_highway_p01_n.bytes	9603	1999
1068674932941460154_2672711810	1182103_01_s3_01_ruins_p02_n.bytes	7157	1414
10686836032209379658_2158654643	8263102_05_s3_boss_01_shanhaijingstreet_p02_n.bytes	7333	1506
10688917317686967022_717983686	sb_01_floodedruins_p01_n.bytes	1250480	282576
10689050923285081764_898570871	206207_raid_perorozilla_indoor_torment_start3phase.bytes	9693	1326
10693653588421608972_344808767	8132305_01_s3_01_hyakkiyakomoviestreet_p02_d.bytes	8036	1498
10700565191151607645_1975118901	8062107_06_s3_02_beach_01_d_p01.bytes	9394	1999
10701374627266314415_734223548	9003_000_01_stadium_p01_d_02.bytes	9339	1204
10702344934452380273_2121593331	1162102_04_s3_02_riverside_p01_n.bytes	7151	1523
10704947962165501981_2280652592	6012106_eliminateraid_binah_outdoor_light_insane.bytes	6969	2205
10706335667030094047_2364376086	sb_02_frozensea_p02_n.bytes	1294884	329622
10711770267113011739_971891420	8033204_01_s3_boss_02_beach_p02_n.bytes	9474	2055
10713049989528845342_548271487	1132102_06_s3_boss_01_slumpia_p01_n.bytes	7183	1283
1071412922006060072_1678223178	8613303_01_sb_02_harbor_p01_d.bytes	4299	619
10717523743050218551_3088096620	6071404_eliminateraid_hod_street_elastic_hardcore.bytes	7170	2163
10719877823524749255_939706194	8272308_01_s3_02_harbor_p02_d.bytes	9038	1866
10720349213686391431_1763200438	1071101_03_s3_03_school_p01_d.bytes	11164	2316
10722505571243088627_2392796198	en0009_section_01.bytes	4815	1127
10725182700157174333_3079396561	400010119_s3_01_mainstreet_p01_d.bytes	7440	1799
10725527725322569653_3020496032	8263104_02_s3_01_shanhaijingstreet_p01_n.bytes	7557	1533
10731300753564155974_1124651662	rb_03_hieronymus_p01_d.bytes	889060	225262
10731838976927994533_3848795937	6012104_eliminateraid_binah_outdoor_light_hardcore.bytes	6971	2206
10735180612688123987_525441059	1092101_04_s3_01_market_p02_n.bytes	10634	2035
10739714716238630755_3246067222	9968_bosstest.bytes	776	372
10740812028049465944_1019037598	60103_s1_boss_02_riverside_p01_d.bytes	4315	1156
10746871113755475464_2461681173	269101_en0015_enhanced_street_a.bytes	1618	675
1074732704533953806_1635308852	8242307_01_s3_sb_01_backstreet_p01_d.bytes	7683	1529
10747930417351644614_622874857	82233131_s1_boss_03_52301_p01_d.bytes	7787	1653
10749227016707694749_1843891956	8592302_01_sb_02_rainforest_p01_d.bytes	5872	1107
10751402267774950183_3565678529	8272310_01_s3_boss_02_harbor_p01_n.bytes	7001	1486
10751536285194835273_2871445750	8052309_01_s3_boss_01_shanhaijingstreet_p01_d.bytes	8486	1717
10753575327976543997_2065272504	82231131_s2_boss_03_52301_p01_d.bytes	4607	1079
10753894512523649051_181476119	8063301_01_s3_boss_03_insidecruiseship_p01_n.bytes	10265	2211
10758681155971115083_1677568303	6093301_eliminateraid_en0005_indoor_unarmed_normal.bytes	9285	1651
10759883805902363422_4119537111	6083106_eliminateraid_goz_indoor_light_insane.bytes	13036	1413
10761117151453994455_3432535093	6062407_eliminateraid_perorozilla_outdoor_elasticarmor_torment_start2phase.bytes	9898	1328
1076189335767895325_3155475557	8081106_03_s3_02_hotsprings_p02_d.bytes	10870	2030
